Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Fdate,Continent,Continent_name_x,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_100k,Continent_code,Continent_name_y
Bangladesh,23.685,90.3563,5/15/20,20065,298,3882,2020-05-15,AS,Asia,Bangladesh,2020-05-15,18.863,1041,0.28300000000000003,14,114.537,6.3210000000000015,1.7180000000000002,0.085,164689383.0,1265.036,27.5,5.098,3.262,3523.984000000001,298.003,8.38,1.0,44.7,0.8,AS,Asia
Barbados,13.1939,-59.5432,5/15/20,85,7,65,2020-05-15,,North America,Barbados,2020-05-15,0.085,0,0.006999999999999999,0,295.785,0.0,24.359,0.0,287371.0,664.4630000000002,39.8,14.952,9.473,16978.068,170.05,13.57,1.9,14.5,5.8,,North America
United States,53.7098,27.9534,5/15/20,27730,156,8807,2020-05-15,,North America,United States,2020-05-15,1417.889,27143,85.906,1773,4283.618,82.00200000000002,259.533,5.356,331002647.0,35.60800000000001,38.3,15.413,9.732,54225.446,151.089,10.79,19.1,24.6,2.77,,North America
United States,35.1264,33.4299,5/15/20,910,17,481,2020-05-15,,North America,United States,2020-05-15,1417.889,27143,85.906,1773,4283.618,82.00200000000002,259.533,5.356,331002647.0,35.60800000000001,38.3,15.413,9.732,54225.446,151.089,10.79,19.1,24.6,2.77,,North America
United States,37.0902,-95.7129,5/15/20,1442824,87530,250747,2020-05-15,,North America,United States,2020-05-15,1417.889,27143,85.906,1773,4283.618,82.00200000000002,259.533,5.356,331002647.0,35.60800000000001,38.3,15.413,9.732,54225.446,151.089,10.79,19.1,24.6,2.77,,North America
Belgium,50.8333,4.0,5/15/20,54644,8959,14301,2020-05-15,EU,Europe,Belgium,2020-05-15,54.288000000000004,307,8.902999999999999,60,4684.193,26.489,768.188,5.1770000000000005,11589616.0,375.564,41.8,18.571,12.849,42658.576,114.898,4.29,25.1,31.4,5.64,EU,Europe
Benin,9.3077,2.3158,5/15/20,339,2,83,2020-05-15,AF,Africa,Benin,2020-05-15,0.33899999999999997,12,0.002,0,27.963,0.99,0.165,0.0,12123198.0,99.11,18.8,3.244,1.942,2064.236,235.848,0.99,0.6,12.3,0.5,AF,Africa
Bhutan,27.5142,90.4336,5/15/20,21,0,5,2020-05-15,AS,Asia,Bhutan,2020-05-15,0.02,5,0.0,0,25.92,6.48,0.0,0.0,771612.0,21.188,28.6,4.885,2.977,8708.597,217.066,9.75,1.9,24.7,1.7,AS,Asia
Bolivia,-16.2902,-63.5887,5/15/20,3577,164,434,2020-05-15,SA,South America,Bolivia,2020-05-15,3.372,224,0.152,10,288.871,19.19,13.021,0.857,11673029.0,10.202,25.4,6.704,4.393,6885.8290000000015,204.299,6.89,1.9,24.7,1.1,SA,South America
Bosnia and Herzegovina,43.9159,17.6791,5/15/20,2236,128,1336,2020-05-15,EU,Europe,Bosnia and Herzegovina,2020-05-15,2.2159999999999997,35,0.12300000000000001,3,675.442,10.668,37.491,0.914,3280815.0,68.49600000000001,42.5,16.569000000000006,10.711,11713.895,329.635,10.08,30.2,47.7,3.5,EU,Europe
Brazil,-14.235,-51.9253,5/15/20,220291,14962,84970,2020-05-15,SA,South America,Brazil,2020-05-15,202.918,13944,13.993,844,954.641,65.6,65.831,3.971,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999996,8.11,10.1,17.9,2.2,SA,South America
Brunei,4.5353,114.7277,5/15/20,141,1,135,2020-05-15,AS,Asia,Brunei,2020-05-15,0.141,0,0.001,0,322.298,0.0,2.286,0.0,437483.0,81.347,32.4,4.591,2.382,71809.25099999999,201.285,12.79,2.0,30.9,2.7,AS,Asia
Bulgaria,42.7339,25.4858,5/15/20,2138,102,545,2020-05-15,EU,Europe,Bulgaria,2020-05-15,2.1,31,0.099,3,302.226,4.461,14.248,0.4320000000000001,6948445.0,65.18,44.7,20.801,13.272,18563.307,424.6880000000001,5.81,30.1,44.4,7.454,EU,Europe
Burkina Faso,12.2383,-1.5616,5/15/20,780,51,595,2020-05-15,AF,Africa,Burkina Faso,2020-05-15,0.773,0,0.051,0,36.98,0.0,2.44,0.0,20903278.0,70.15100000000001,17.6,2.4090000000000003,1.358,1703.102,269.048,2.42,1.6,23.9,0.4,AF,Africa
Cambodia,11.55,104.9167,5/15/20,122,0,122,2020-05-15,AS,Asia,Cambodia,2020-05-15,0.122,0,0.0,0,7.2970000000000015,0.0,0.0,0.0,16718971.0,90.672,25.6,4.412,2.385,3645.07,270.892,4.0,2.0,33.7,0.8,AS,Asia
Cameroon,3.8480000000000003,11.5021,5/15/20,3105,140,1567,2020-05-15,AF,Africa,Cameroon,2020-05-15,2.9539999999999997,154,0.139,3,111.279,5.801,5.2360000000000015,0.113,26545864.0,50.885,18.8,3.165,1.919,3364.926,244.661,7.2,1.9,24.7,1.3,AF,Africa
Canada,53.9333,-116.5765,5/15/20,6515,125,0,2020-05-15,,North America,Canada,2020-05-15,73.40100000000001,1123,5.472,168,1944.801,29.755,144.984,4.4510000000000005,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,105.599,7.37,12.0,16.6,2.5,,North America
Canada,49.2827,-123.1207,5/15/20,2407,140,0,2020-05-15,,North America,Canada,2020-05-15,73.40100000000001,1123,5.472,168,1944.801,29.755,144.984,4.4510000000000005,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,105.599,7.37,12.0,16.6,2.5,,North America
Canada,37.6489,-122.6655,5/15/20,13,0,0,2020-05-15,,North America,Canada,2020-05-15,73.40100000000001,1123,5.472,168,1944.801,29.755,144.984,4.4510000000000005,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,105.599,7.37,12.0,16.6,2.5,,North America
Canada,53.7609,-98.8139,5/15/20,289,7,0,2020-05-15,,North America,Canada,2020-05-15,73.40100000000001,1123,5.472,168,1944.801,29.755,144.984,4.4510000000000005,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,105.599,7.37,12.0,16.6,2.5,,North America
Canada,46.5653,-66.4619,5/15/20,120,0,0,2020-05-15,,North America,Canada,2020-05-15,73.40100000000001,1123,5.472,168,1944.801,29.755,144.984,4.4510000000000005,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,105.599,7.37,12.0,16.6,2.5,,North America
Canada,53.1355,-57.6604,5/15/20,260,3,0,2020-05-15,,North America,Canada,2020-05-15,73.40100000000001,1123,5.472,168,1944.801,29.755,144.984,4.4510000000000005,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,105.599,7.37,12.0,16.6,2.5,,North America
Canada,44.681999999999995,-63.7443,5/15/20,1034,55,0,2020-05-15,,North America,Canada,2020-05-15,73.40100000000001,1123,5.472,168,1944.801,29.755,144.984,4.4510000000000005,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,105.599,7.37,12.0,16.6,2.5,,North America
Canada,51.2538,-85.3232,5/15/20,23258,1939,0,2020-05-15,,North America,Canada,2020-05-15,73.40100000000001,1123,5.472,168,1944.801,29.755,144.984,4.4510000000000005,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,105.599,7.37,12.0,16.6,2.5,,North America
Canada,46.5107,-63.4168,5/15/20,27,0,0,2020-05-15,,North America,Canada,2020-05-15,73.40100000000001,1123,5.472,168,1944.801,29.755,144.984,4.4510000000000005,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,105.599,7.37,12.0,16.6,2.5,,North America
Canada,52.9399,-73.5491,5/15/20,41429,3402,0,2020-05-15,,North America,Canada,2020-05-15,73.40100000000001,1123,5.472,168,1944.801,29.755,144.984,4.4510000000000005,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,105.599,7.37,12.0,16.6,2.5,,North America
Canada,52.9399,-106.4509,5/15/20,590,7,0,2020-05-15,,North America,Canada,2020-05-15,73.40100000000001,1123,5.472,168,1944.801,29.755,144.984,4.4510000000000005,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,105.599,7.37,12.0,16.6,2.5,,North America
Canada,0.0,0.0,5/15/20,1,1,0,2020-05-15,,North America,Canada,2020-05-15,73.40100000000001,1123,5.472,168,1944.801,29.755,144.984,4.4510000000000005,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,105.599,7.37,12.0,16.6,2.5,,North America
Canada,64.8255,-124.8457,5/15/20,5,0,0,2020-05-15,,North America,Canada,2020-05-15,73.40100000000001,1123,5.472,168,1944.801,29.755,144.984,4.4510000000000005,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,105.599,7.37,12.0,16.6,2.5,,North America
Canada,64.2823,-135.0,5/15/20,11,0,0,2020-05-15,,North America,Canada,2020-05-15,73.40100000000001,1123,5.472,168,1944.801,29.755,144.984,4.4510000000000005,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,105.599,7.37,12.0,16.6,2.5,,North America
Central African Republic,6.6111,20.9394,5/15/20,301,0,13,2020-05-15,AF,Africa,Central African Republic,2020-05-15,0.221,24,0.0,0,45.758,4.9689999999999985,0.0,0.0,4829764.0,7.479,18.3,3.655,2.251,661.24,435.727,6.1,1.9,24.7,1.0,AF,Africa
Chad,15.4542,18.7322,5/15/20,428,48,88,2020-05-15,AF,Africa,Chad,2020-05-15,0.39899999999999997,27,0.046,4,24.291,1.644,2.8,0.244,16425859.0,11.833,16.7,2.486,1.446,1768.1529999999998,280.995,6.1,1.9,24.7,0.7,AF,Africa
Chile,-35.6751,-71.543,5/15/20,39542,394,16614,2020-05-15,SA,South America,Chile,2020-05-15,37.04,2659,0.358,12,1937.623,139.097,18.728,0.628,19116209.0,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,SA,South America
China,31.8257,117.2264,5/15/20,991,6,985,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,40.1824,116.4142,5/15/20,593,9,576,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,30.0572,107.874,5/15/20,579,6,573,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,26.0789,117.9874,5/15/20,356,1,355,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,37.8099,101.0583,5/15/20,139,2,137,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,23.3417,113.4244,5/15/20,1589,8,1579,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,23.8298,108.7881,5/15/20,254,2,252,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,26.8154,106.8748,5/15/20,147,2,145,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,19.1959,109.7453,5/15/20,169,6,162,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,39.549,116.1306,5/15/20,328,6,321,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,47.861999999999995,127.7615,5/15/20,945,13,931,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,33.882,113.61399999999999,5/15/20,1276,22,1254,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,22.3,114.2,5/15/20,1052,4,1019,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,30.9756,112.2707,5/15/20,68134,4512,63616,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,27.6104,111.7088,5/15/20,1019,4,1015,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,44.0935,113.9448,5/15/20,209,1,196,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,32.9711,119.455,5/15/20,653,0,653,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,27.614,115.7221,5/15/20,937,1,936,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,43.6661,126.1923,5/15/20,140,1,108,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,41.2956,122.6085,5/15/20,149,2,144,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,22.1667,113.55,5/15/20,45,0,43,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,37.2692,106.1655,5/15/20,75,0,75,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,35.7452,95.9956,5/15/20,18,0,18,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,35.1917,108.8701,5/15/20,308,3,301,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,36.3427,118.1498,5/15/20,788,7,780,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,31.201999999999998,121.4491,5/15/20,665,7,640,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,37.5777,112.2922,5/15/20,198,0,198,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,30.6171,102.7103,5/15/20,561,3,558,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,39.3054,117.323,5/15/20,191,3,187,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,31.6927,88.0924,5/15/20,1,0,1,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,41.1129,85.2401,5/15/20,76,3,73,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,24.974,101.48700000000001,5/15/20,185,2,183,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,29.1832,120.0934,5/15/20,1268,1,1267,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.9289999999999985,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
Colombia,4.5709,-74.2973,5/15/20,14216,546,3460,2020-05-15,SA,South America,Colombia,2020-05-15,13.61,680,0.525,16,267.47700000000003,13.364,10.318,0.314,50882884.0,44.223,32.2,7.646,4.312,13254.949,124.24,7.44,4.7,13.5,1.71,SA,South America
Costa Rica,9.7489,-83.7534,5/15/20,843,9,542,2020-05-15,,North America,Costa Rica,2020-05-15,0.83,15,0.008,1,162.933,2.945,1.57,0.196,5094114.0,96.079,33.6,9.468,5.694,15524.995,137.97299999999998,8.78,6.4,17.4,1.13,,North America
Croatia,45.1,15.2,5/15/20,2222,95,1869,2020-05-15,EU,Europe,Croatia,2020-05-15,2.221,8,0.094,0,541.012,1.949,22.897,0.0,4105268.0,73.726,44.0,19.724,13.053,22669.797,253.782,5.59,34.3,39.9,5.54,EU,Europe
Cuba,22.0,-80.0,5/15/20,1840,79,1425,2020-05-15,,North America,Cuba,2020-05-15,1.83,20,0.079,0,161.566,1.766,6.975,0.0,11326616.0,110.408,43.1,14.738,9.719,661.24,190.968,8.27,17.1,53.3,5.2,,North America
Denmark,61.8926,-6.9118,5/15/20,187,0,187,2020-05-15,EU,Europe,Denmark,2020-05-15,10.713,46,0.537,4,1849.555,7.942,92.711,0.691,5792203.0,136.52,42.3,19.677,12.325,46682.515,114.767,6.41,19.3,18.8,2.5,EU,Europe
Denmark,61.8926,-6.9118,5/15/20,187,0,187,2020-05-15,EU,Europe,Denmark,2020-05-15,0.187,0,0.0,0,3826.87,0.0,0.0,0.0,48865.0,35.308,32.4,6.933,1.726,661.24,79.37,2.42,1.9,24.7,0.7,EU,Europe
Denmark,71.7069,-42.6043,5/15/20,11,0,11,2020-05-15,EU,Europe,Denmark,2020-05-15,10.713,46,0.537,4,1849.555,7.942,92.711,0.691,5792203.0,136.52,42.3,19.677,12.325,46682.515,114.767,6.41,19.3,18.8,2.5,EU,Europe
Denmark,71.7069,-42.6043,5/15/20,11,0,11,2020-05-15,EU,Europe,Denmark,2020-05-15,0.187,0,0.0,0,3826.87,0.0,0.0,0.0,48865.0,35.308,32.4,6.933,1.726,661.24,79.37,2.42,1.9,24.7,0.7,EU,Europe
Denmark,56.2639,9.5018,5/15/20,10791,537,8959,2020-05-15,EU,Europe,Denmark,2020-05-15,10.713,46,0.537,4,1849.555,7.942,92.711,0.691,5792203.0,136.52,42.3,19.677,12.325,46682.515,114.767,6.41,19.3,18.8,2.5,EU,Europe
Denmark,56.2639,9.5018,5/15/20,10791,537,8959,2020-05-15,EU,Europe,Denmark,2020-05-15,0.187,0,0.0,0,3826.87,0.0,0.0,0.0,48865.0,35.308,32.4,6.933,1.726,661.24,79.37,2.42,1.9,24.7,0.7,EU,Europe
